textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
"Bang feri, gw sangat terbantu atas informasi dari lu. Thanks bang, gw bodoh tertang hal kayak gini, tp berkat lu gw lebih bisa memfilter informasi yg gw serap. <br><br>Sehat sehat semua, stay safe. Rekan seperjuangan kita adalah rakyat. Panjang umur perjuangan ✨️",feri terbantu informasi thanks bodoh tertang gini berkat memfilter informasi serap sehat sehat stay safe rekan seperjuangan rakyat umur perjuangan,"bang feri, saya sangat terbantu atas informasi dari lu. thanks bang, saya bodoh tertang hal seperti gini, tp berkat kamu saya lebih bisa memfilter informasi yang saya serap. sehat sehat semua, stay safe. rekan seperjuangan kita adalah rakyat. panjang umur perjuangan ✨️",5,1,Positif,0
Buka semua bang fer semoga terjadi apa yang di katakan prof Rocky Gerung &quot;RADIKAL BREAK&quot; reshuffle semua ampas&quot; nya,buka fer semoga prof rocky gerung quot radikal break quot reshuffle ampas quot,buka semua bang fer semoga terjadi apa yang di katakan prof rocky gerung &quot;radikal break&quot; reshuffle semua ampas&quot; nya,1,1,Positif,0
"Ga nyangka win rate masih 100%, isu penggeraknya RC valid ngga?",nyangka win rate isu penggeraknya valid ngga,"tidak nyangka win rate masih 100%, isu penggeraknya rc valid ngga?",3,-1,Negatif,0
Halo dek nih beban,halo dek beban,halo dek nih beban,4,-1,Negatif,0
"uda fer, sebagai alumni ,<br><br>gimana pendapat terkait sri mulyani? <br><br>tentu ga bs dy disamain sama sahroni eko dan uya<br><br>ga serendah itu",uda fer alumni gimana pendapat terkait sri mulyani disamain sahroni eko uya serendah,"uda fer, sebagai alumni , gimana pendapat terkait sri mulyani? tentu tidak bisa dia disamain sama sahroni eko dan uya tidak serendah itu",1,-1,Negatif,0
Otok atek jokowi fufufafa,otok atek jokowi fufufafa,otok atek jokowi fufufafa,4,-1,Negatif,0
Kalo ada yg jarah lgi setuju TEMBAK . itu bukan demo tapi BAJINGAN GARONG RAMPOK mengatasnamakan demo . Bajingan itu yg jarah,jarah lgi setuju tembak demo bajingan garong rampok mengatasnamakan demo bajingan jarah,kalau ada yang jarah lgi setuju tembak . itu bukan demo tapi bajingan garong rampok mengatasnamakan demo . bajingan itu yang jarah,4,-1,Negatif,0
Semangat bang fer,semangat fer,semangat bang fer,5,1,Positif,0
Partai dan dpr 2 hama nyata perusak bangsa,partai dpr hama nyata perusak bangsa,partai dan dpr 2 hama nyata perusak bangsa,4,-1,Negatif,0
"pembakaran fasilitas umum seperti halte itu bukan ulah pendemo!!! itu adalah kelompok orang yang mencoba mencap aksi menyuarakan aspirasi, demonstrasi, buruk dan anarkis!",pembakaran fasilitas halte ulah pendemo kelompok orang mencoba mencap aksi menyuarakan aspirasi demonstrasi buruk anarkis,"pembakaran fasilitas umum seperti halte itu bukan ulah pendemo!!! itu adalah kelompok orang yang mencoba mencap aksi menyuarakan aspirasi, demonstrasi, buruk dan anarkis!",4,-1,Negatif,1
Kabarnya ada wartawan tvone ...,kabarnya wartawan tvone,kabarnya ada wartawan tvone ...,1,0,Netral,0
Sahkan RUU perampasan asetnya gak ada bang?,sahkan ruu perampasan asetnya,sahkan ruu perampasan asetnya tidak ada bang?,1,-1,Negatif,0
Terima kasih bg,terima kasih,terima kasih bg,5,1,Positif,0
"Tetep aja POLISI ANJING, DPR ANJING, PEMERINTAH ANJING",tetep polisi anjing dpr anjing pemerintah anjing,"tetep saja polisi anjing, dpr anjing, pemerintah anjing",1,-1,Negatif,0
Bener banget soalnya keanehan ada pada tgl 25 itu aneh,bener keanehan tgl aneh,bener sangat soalnya keanehan ada pada tgl 25 itu aneh,4,-1,Negatif,0
Semangat bang ferry,semangat ferry,semangat bang ferry,5,1,Positif,0
"Disclaimer : gw amat sangat mendukung semua yg diperjuangkan di demo 3 hari terakhir ini. <br>Cuma gw jd salfok sama perilaku2 anarkis terutama yg ngejarah2 rumah2, jgn membenarkan suatu kejahatan dengan membandingkannya dgn kejahatan yg lainnnya, ngejarah itu salah, siapapun subjek yg dijarahnya, koruptor itu berhati dan berperilaku iblis, tp apa bedanya lu sama mereka kalau perilaku lu semua jg maling, ngejarah, ngerusak, kalau emang gtu yg bedain kalian dgn mereka tuh cuma kesempatan, kondisi, cara, dan keadaannya aja.<br>Dan lagi dgn menormalisasi perilaku kyk bgtu lu pada ga ngeri apa tuh jamet2 yg udh terbiasa nge jarah atau nge looting nanti mulai melebarkan sayap mereka krn memanfaatkan kondisi skrg ke sesuatu yg udh di luar konteks, misal ngejarah minimarket, toko2, rumah2 masyarakat sipil.",disclaimer mendukung diperjuangkan demo salfok perilaku anarkis ngejarah rumah membenarkan kejahatan membandingkannya kejahatan lainnnya ngejarah salah subjek dijarahnya koruptor berhati berperilaku iblis bedanya perilaku maling ngejarah ngerusak emang gtu bedain tuh kesempatan kondisi keadaannya menormalisasi perilaku kyk bgtu ngeri tuh jamet terbiasa nge jarah nge looting melebarkan sayap memanfaatkan kondisi skrg konteks ngejarah minimarket toko rumah masyarakat sipil,"disclaimer : saya amat sangat mendukung semua yang diperjuangkan di demo 3 hari terakhir ini. hanya saya jadi salfok sama perilaku2 anarkis terutama yang ngejarah2 rumah2, jangan membenarkan suatu kejahatan dengan membandingkannya dengan kejahatan yang lainnnya, ngejarah itu salah, siapapun subjek yang dijarahnya, koruptor itu berhati dan berperilaku iblis, tp apa bedanya kamu sama mereka kalau perilaku kamu semua juga maling, ngejarah, ngerusak, kalau emang gtu yang bedain kalian dengan mereka tuh hanya kesempatan, kondisi, cara, dan keadaannya aja. dan lagi dengan menormalisasi perilaku kyk bgtu kamu pada tidak ngeri apa tuh jamet2 yang sudah terbiasa nge jarah atau nge looting nanti mulai melebarkan sayap mereka karena memanfaatkan kondisi skrg ke sesuatu yang sudah di luar konteks, misal ngejarah minimarket, toko2, rumah2 masyarakat sipil.",4,-1,Negatif,0
"Kita semua harus jaga orang² seperti mas Ferry yang berani berbicara untuk mencerdaskan bangsa, musuh sangat takut kalau rakyat Indonesia ini menjadi cerdas, karena masyarakat yg cerdas akan amat sangat sulit untuk diadu domba!",jaga orang ferry berani berbicara mencerdaskan bangsa musuh takut rakyat indonesia cerdas masyarakat cerdas sulit diadu domba,"kita semua harus jaga orang² seperti mas ferry yang berani berbicara untuk mencerdaskan bangsa, musuh sangat takut kalau rakyat indonesia ini menjadi cerdas, karena masyarakat yang cerdas akan amat sangat sulit untuk diadu domba!",5,-1,Negatif,630
pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas DPR. semua ini calah DPRnya😢,pleciden nda calah pleciden nda tau pleciden nda kuasa dpr calah dprnya,pleciden nda calah kok. pleciden kan nda tau apa-apa. pleciden nda punya kuasa atas dpr. semua ini calah dprnya😢,3,-1,Negatif,2
​@FadliRizaAnnurrpresiden yg ngasih penghargaan pada anggota dpr dan MANTAN KORUPTOR??? KALO DIBILANG GK TAU APA APA SIH ANEH LU YA 😏👍,ngasih penghargaan anggota dpr mantan koruptor dibilang tau aneh,​ yang ngasih penghargaan pada anggota dpr dan mantan koruptor??? kalau dibilang tidak tau apa apa sih aneh kamu ya 😏👍,4,-1,Negatif,0
​@FadliRizaAnnurr Gausah sok imut lu,gausah sok imut,​ gausah sok imut kamu,5,-1,Negatif,6
Jd gk mudah terbawa skenario.. Ditunggangi dsb,mudah terbawa skenario ditunggangi dsb,jadi tidak mudah terbawa skenario.. ditunggangi dsb,2,1,Positif,0
@FadliRizaAnnurr sarkasnya kena banget,sarkasnya kena,sarkasnya kena sangat,4,-1,Negatif,7
"Di surabaya ada ex hakim koruptor di angkat lagi jadi asn.. 😅  ex koruptor 100m di kasih gelar kehormatan di istana.. gimana rakyat gak marah,, emang disini manusia berkualitas udah habis? Sampe reuse barang rusak",surabaya hakim koruptor angkat asn koruptor kasih gelar kehormatan istana gimana rakyat marah emang manusia berkualitas habis sampe reuse barang rusak,"di surabaya ada ex hakim koruptor di angkat lagi jadi asn.. 😅 ex koruptor 100m di kasih gelar kehormatan di istana.. gimana rakyat tidak marah,, emang disini manusia berkualitas sudah habis? sampe reuse barang rusak",1,-1,Negatif,0
"Bagi rakyat awam yang demo berpikir jernih tapi kritis, pasti mereka sadar ttg situasi saat ini. Beda pemikiran rakyat awam yang termakan isu dari pok berkepentingan untuk menciptakan kerusuhan penuh kebencian. Demo damai terarah tepat sasaran itu indah, harapan doa rakyat selalu terucap, semoga berhasil tuntutannya. Beda demo bawa batu, molotov, kembang api teriakan penuh kebencian, semua pihak juga takut. Terima kasih Ferry.👍",rakyat awam demo berpikir jernih kritis sadar situasi beda pemikiran rakyat awam termakan isu pok berkepentingan menciptakan kerusuhan penuh kebencian demo damai terarah sasaran indah harapan doa rakyat terucap semoga berhasil tuntutannya beda demo bawa batu molotov kembang api teriakan penuh kebencian takut terima kasih ferry,"bagi rakyat awam yang demo berpikir jernih tapi kritis, pasti mereka sadar tentang situasi saat ini. beda pemikiran rakyat awam yang termakan isu dari pok berkepentingan untuk menciptakan kerusuhan penuh kebencian. demo damai terarah tepat sasaran itu indah, harapan doa rakyat selalu terucap, semoga berhasil tuntutannya. beda demo bawa batu, molotov, kembang api teriakan penuh kebencian, semua pihak juga takut. terima kasih ferry.👍",2,1,Positif,6
"Setop bacot lu ferry.<br>Lu,salah satu..kompor nya.<br>Elu ama salsa..cewek bawel itu,diem!",setop bacot ferry salah kompor elu ama salsa cewek bawel diem,"setop bacot kamu ferry. lu,salah satu..kompor nya. elu ama salsa..cewek bawel itu,diem!",5,-1,Negatif,0
Semangat terus bang fery❤,semangat fery,semangat terus bang fery❤,5,1,Positif,0
"Gwe salut sama lu bang, <br>Panjang umur, sehat selalu, bang ferry.<br>Kamu aset negara bang.",gwe salut umur sehat ferry aset negara,"gwe salut sama kamu bang, panjang umur, sehat selalu, bang ferry. kamu aset negara bang.",4,1,Positif,0
Makasih bg masyarakat perlu di informasi,makasih masyarakat informasi,makasih bg masyarakat perlu di informasi,4,0,Netral,0
Oslo adalah Koentji,oslo koentji,oslo adalah koentji,1,-1,Negatif,0
Indonesia darurat militer!!!<br>Tentara Amerika bakal datang ke Indonesia!!!<br>😱😱😱😱😱😭😭😭😭😭<br>Berarti anda menyuruh pak Prabowo mundur!!!,indonesia darurat militer tentara amerika indonesia menyuruh prabowo mundur,indonesia darurat militer!!! tentara amerika bakal datang ke indonesia!!! 😱😱😱😱😱😭😭😭😭😭 berarti kamu menyuruh pak prabowo mundur!!!,2,-1,Negatif,0
Hampir DM broo.. tadi pagi buka warung soto jam 6. Yang dateng Tentara 3personil diwarung.. kulayani lah orang aku kerja😅😅,broo pagi buka warung soto jam dateng tentara personil diwarung kulayani orang kerja,hampir dm broo.. tadi pagi buka warung soto jam 6. yang dateng tentara 3personil diwarung.. kulayani lah orang saya kerja😅😅,4,1,Positif,0
Cerdas lah sebagai org yg punya akal,cerdas orang akal,cerdas lah sebagai orang yang punya akal,5,-1,Negatif,0
Siap bang.. langsung tonton,langsung tonton,siap bang.. langsung tonton,4,1,Positif,0
Sehat selalu pasukan revolusi..❤🙏🏻🙏🏻,sehat pasukan revolusi,sehat selalu pasukan revolusi..❤🙏🏻🙏🏻,5,1,Positif,0
"<a href=""http://www.youtube.com/results?search_query=%23uu"">#UU</a> perampasan aset <a href=""http://www.youtube.com/results?search_query=%23hukum"">#hukum</a> mati koruptor <a href=""http://www.youtube.com/results?search_query=%23bebaskan"">#Bebaskan</a> Leo Chandra,,",perampasan aset mati koruptor leo chandra,"uu perampasan aset hukum mati koruptor bebaskan leo chandra,,",1,-1,Negatif,0
semoga  Indonesia kmbali membaik..<br>sy  WNI yg sdng marantau d LN sbgai TKW sedih  rasnya,semoga indonesia kmbali membaik wni sdng marantau sbgai tkw sedih rasnya,semoga indonesia kmbali membaik.. saya wni yang sdng marantau di ln sbgai tkw sedih rasnya,5,-1,Negatif,2
Targetnya darurat militer?<br>Janggal dan lebih ke lucu sih analisa ini. Presidennya berlatar belakang militer.<br>Jajaran jenderal TNI berarti tertuduhnya bang ferry?,targetnya darurat militer janggal lucu analisa presidennya berlatar militer jajaran jenderal tni tertuduhnya ferry,targetnya darurat militer? janggal dan lebih ke lucu sih analisa ini. presidennya berlatar belakang militer. jajaran jenderal tni berarti tertuduhnya bang ferry?,2,-1,Negatif,0
cptan download nanti ilang videonya,cptan download ilang videonya,cptan download nanti ilang videonya,3,-1,Negatif,0
"Gua berharap pesiden mngundang bang ferry dan mba salsa dari prwakilan masyarakat dan tokoh elit sperti pak Said didu,pak Rocky  pak ubaidilah. Sahganda,pak eros,pak Abraham,pakrefly,prof renald,pak mahfud juga ekonom yg gemuk itu lupa namanya supaya dia mndapatkan masukan yg lngsung dari bawah yg rakyat RASAKAN",berharap pesiden mngundang ferry mba salsa prwakilan masyarakat tokoh elit sperti said didu rocky ubaidilah sahganda eros abraham pakrefly prof renald mahfud ekonom gemuk lupa namanya mndapatkan masukan lngsung rakyat rasakan,"saya berharap pesiden mngundang bang ferry dan mba salsa dari prwakilan masyarakat dan tokoh elit sperti pak said didu,pak rocky pak ubaidilah. sahganda,pak eros,pak abraham,pakrefly,prof renald,pak mahfud juga ekonom yang gemuk itu lupa namanya supaya dia mndapatkan masukan yang lngsung dari bawah yang rakyat rasakan",4,1,Positif,0
"Kayaknya ada orang yg berusaha diturunkan dan mo menaikan seseorang,beruntung yg berusaha di turunkan responnya ga gegabah..",kayaknya orang berusaha diturunkan menaikan beruntung berusaha turunkan responnya gegabah,"kayaknya ada orang yang berusaha diturunkan dan mau menaikan seseorang,beruntung yang berusaha di turunkan responnya tidak gegabah..",5,1,Positif,0
demo meluas ini krna awalnya ojol di tabrak sama mobil brimob mkanya rakyat marah skli,demo meluas krna ojol tabrak mobil brimob mkanya rakyat marah skli,demo meluas ini krna awalnya ojol di tabrak sama mobil brimob mkanya rakyat marah skli,4,-1,Negatif,0
Semoga diberi jalan keluar dari segala kesulitan,semoga jalan kesulitan,semoga diberi jalan keluar dari segala kesulitan,2,1,Positif,0
"Temen-temen, kita didenger, kemenangan kecil ini jangan sampe hangus terbakar permainan politik. Mereka udah takut. Mundur. Kita jalin jaringan lebih kuat, rakyat untuk rakyat. Kalo pemerintah bohong, kekuatan kita jauh lebih kuat dari sebelumnya.",temen temen didenger kemenangan sampe hangus terbakar permainan politik takut mundur jalin jaringan kuat rakyat rakyat pemerintah bohong kekuatan kuat,"temen-temen, kita didenger, kemenangan kecil ini jangan sampe hangus terbakar permainan politik. mereka sudah takut. mundur. kita jalin jaringan lebih kuat, rakyat untuk rakyat. kalau pemerintah bohong, kekuatan kita jauh lebih kuat dari sebelumnya.",2,-1,Negatif,0
"Ini orang hidupnya udah lebih dari cukup, Masalah Kebutuhan naik, Pajak naik atau yg lain2 itu sebenarnya gak ngaruh dikehidupan dia.<br>Tapi dia mau merasakan apa yg rakyat bawah rasakan saat ini.<br>Dia mau bersuara, Dia mau ngasih saran &amp; Solusi, Dia mau hadir turun kejalan, Ini orang Istimewa.<br>Gua sebagai rakyat bawah cuma bisa berdoa semoga Bang Ferry sehat terus, Indonesia masih butuh orang kayak lu Bang 😭",orang hidupnya kebutuhan pajak ngaruh dikehidupan merasakan rakyat rasakan bersuara ngasih saran amp solusi hadir turun kejalan orang istimewa rakyat berdoa semoga ferry sehat indonesia butuh orang,"ini orang hidupnya sudah lebih dari cukup, masalah kebutuhan naik, pajak naik atau yang lain2 itu sebenarnya tidak ngaruh dikehidupan dia. tapi dia mau merasakan apa yang rakyat bawah rasakan saat ini. dia mau bersuara, dia mau ngasih saran &amp; solusi, dia mau hadir turun kejalan, ini orang istimewa. saya sebagai rakyat bawah hanya bisa berdoa semoga bang ferry sehat terus, indonesia masih butuh orang seperti kamu bang 😭",5,1,Positif,92
"Orang waras yang kaya raya dari hasil halal dan kerja keras, kaga akan rela dan ikhlas untuk bayar pajak jika duit pajaknya kaga jelas buat apa, apalagi buat memberi gaji anggota dewan yang doyan joget joget itu.",orang waras kaya raya hasil halal kerja keras kaga rela ikhlas bayar pajak duit pajaknya kaga gaji anggota dewan doyan joget joget,"orang waras yang kaya raya dari hasil halal dan kerja keras, kaga akan rela dan ikhlas untuk bayar pajak jika duit pajaknya kaga jelas buat apa, apalagi buat memberi gaji anggota dewan yang doyan joget joget itu.",4,-1,Negatif,3
Yg paling penting bebaskan wartawan Tv One mas Leo Candra 🙏🙏🙏,bebaskan wartawan one leo candra,yang paling penting bebaskan wartawan tv one mas leo candra 🙏🙏🙏,1,0,Netral,0
"TERMUL ANJING ITU , BUZZER ANJING TERMUL UDAH TAU SMUA DI MEDSOS, FUFU FAFA UDAH KEBELET ITU",termul anjing buzzer anjing termul tau smua medsos fufu fafa kebelet,"termul anjing itu , buzzer anjing termul sudah tau smua di medsos, fufu fafa sudah kebelet itu",4,-1,Negatif,0
udah woi demonya gw mau narik lg mau cari duit,woi demonya narik cari duit,sudah woi demonya saya mau narik lagi mau cari duit,4,-1,Negatif,1
"kalo liat akun buzzer, jangan lupa diblock, BLOCK",lihat akun buzzer lupa diblock block,"kalau lihat akun buzzer, jangan lupa diblock, block",4,0,Netral,0
